ADRECS_ID,ADR_ID,ADR_TERM,ADR_SYNONYMS,MEDDRA_CODE
04.02.02,BADD_A05144,Hyperacusia,"Hyperacusis | Hyperacuses | Loudness Recruitment | Loudness Recruitments | Hyperacusia | Hyperacusias | Loudness Perception Disturbances | Disturbance, Loudness Perception | Disturbances, Loudness Perception | Loudness Perception Disturbance | Perception Disturbance, Loudness | Perception Disturbances, Loudness | Recruitment, Loudness | Phonophobia | Phonophobias | Auditory Hyperesthesia | Auditory Hyperesthesias | Hyperesthesia, Auditory | Hyperesthesias, Auditory",10052526
04.02.02.001,BADD_A02104,Hyperacusis,"Auditory hyperacuity | Hearing abnormally acute | Hyperacusis | Painful sensitiveness to sound | Sound sensitivity increased | Hyperacuses | Loudness Recruitment | Loudness Recruitments | Hyperacusia | Hyperacusias | Loudness Perception Disturbances | Disturbance, Loudness Perception | Disturbances, Loudness Perception | Loudness Perception Disturbance | Perception Disturbance, Loudness | Perception Disturbances, Loudness | Recruitment, Loudness | Phonophobia | Phonophobias | Auditory Hyperesthesia | Auditory Hyperesthesias | Hyperesthesia, Auditory | Hyperesthesias, Auditory",10020559
04.03.01.008,BADD_A05361,Phonophobia,"Phonophobia | Hyperacusis | Hyperacuses | Loudness Recruitment | Loudness Recruitments | Hyperacusia | Hyperacusias | Loudness Perception Disturbances | Disturbance, Loudness Perception | Disturbances, Loudness Perception | Loudness Perception Disturbance | Perception Disturbance, Loudness | Perception Disturbances, Loudness | Recruitment, Loudness | Phonophobias | Auditory Hyperesthesia | Auditory Hyperesthesias | Hyperesthesia, Auditory | Hyperesthesias, Auditory",10054956
04.04.02.002,BADD_A05933,Inner ear disorder,"Disorder labyrinthine | Hyperactive labyrinth, bilateral | Hyperactive labyrinth, unilateral | Hypoactive labyrinth, bilateral | Hypoactive labyrinth, unilateral | Labyrinthine disorder | Labyrinthine disorder NOS | Labyrinthine disorders | Labyrinthine dysfunction | Labyrinthine dysfunction, unspecified | Loss of labyrinthine reactivity, bilateral | Loss of labyrinthine reactivity, unilateral | Other disorders of labyrinth | Other forms and combinations of labyrinthine dysfunction | Unspecified vertiginous syndromes and labyrinthine disorders | Labyrinthine dysfunction aggravated | Labyrinthine dysfunction aggrav. | Inner ear disorder NOS | Inner ear disorder",10061524
04.05.04.003,BADD_A05104,Tympanic membrane hyperaemia,Tympanic membrane hyperaemia | Eardrum hyperaemia | Tympanic membrane hyperemia | Tympanic membrane erythema | Eardrum hyperemia | Tympanic membrane injection,10052154
05.01.01.003,BADD_A02105,Hyperadrenocorticism,"Adrenal cortex activity increased | Adrenal cortex hyperfunction | Adrenal hypercorticism | Hyperadrenalcorticalism | Hyperadrenocorticalism | Hyperadrenocorticism | Hypercorticism adrenal | Hypercorticoidism | Hypercortisolism | Hypercortisonism | Other corticoadrenal overactivity | Hypercortisolaemia | Hypercortisolemia | Adrenocortical Hyperfunction | Hyperfunction, Adrenocortical | Hypercorticism | Adrenal Gland Hyperfunction | Hyperfunction, Adrenal Gland | Hyperadrenalism",10020564
05.01.01.005,BADD_A07296,Hyperadrenalism,"Hyperadrenalism | Adrenocortical Hyperfunction | Hyperfunction, Adrenocortical | Hypercorticism | Hyperadrenocorticism | Adrenal Gland Hyperfunction | Hyperfunction, Adrenal Gland",10020562
05.01.01.006,BADD_A07297,Hyperaldosteronism,"Aldosteronism | Aldosteronism NOS | Hyperaldosteronism | Hyperaldosteronemia | Hyperaldosteronaemia | Conn Syndrome | Syndrome, Conn | Primary Hyperaldosteronism | Hyperaldosteronism, Primary | Conn's Syndrome | Conns Syndrome | Syndrome, Conn's",10020571
05.01.01.007,BADD_A07599,Primary hyperaldosteronism,"Conn's syndrome | Primary hyperaldosteronism | Hyperaldosteronism | Aldosteronism | Conn Syndrome | Syndrome, Conn | Primary Hyperaldosteronism | Hyperaldosteronism, Primary | Conn's Syndrome | Conns Syndrome | Syndrome, Conn's",10036692
05.01.01.009,BADD_A10786,Pseudoaldosteronism,"Pseudo aldosteronism | Pseudoaldosteronism | Pseudohyperaldosteronism | Liddle Syndrome | Syndrome, Liddle",10037113
05.05.04.006,BADD_A06324,Hyperandrogenism,Hyperandrogenism | Hyperandrogenemia | Hyperandrogenaemia | Testosterone excess | Excessive secretion of testosterone,10065597
06.01.01.007,BADD_A02177,Hypoaesthesia eye,Analgesia of cornea | Corneal anesthesia and hypoesthesia | Corneal sensitivity decreased | Hypoaesthesia cornea | Hypoaesthesia eye | Hypoesthesia eye | Hypoesthesia cornea | Eye numbness,10020939
06.01.01.010,BADD_A09887,Eye paraesthesia,Eye paraesthesia | Eye paresthesia,10076569
06.04.01.004,BADD_A05053,Conjunctival hyperaemia,Bulbar conjunctiva hyperemia | Congestion conjunctival | Conjunctival congestion | Conjunctival injection | Conjunctival redness | Hyperemia of conjunctiva | Conjunctival hyperaemia | Conjunctival hyperemia | Bulbar conjunctiva hyperaemia | Hyperaemia of conjunctiva | Subconjunctival redness | Redness of eyelid conjunctiva,10051625
06.04.03.004,BADD_A05094,Ciliary hyperaemia,Ciliary injection | Ciliary hyperaemia | Ciliary hyperemia | Limbal hyperaemia | Limbal injection | Limbal hyperemia | Circumcorneal congestion,10052129
06.04.04.003,BADD_A01542,Erythema of eyelid,Erythema of eyelid | Redness of eyelid | Hyperaemia eyelid | Hyperemia eyelid | Erythema eyelid | Eyelid margin hyperaemia | Eyelid margin hyperemia,10015237
06.04.05.004,BADD_A03113,Ocular hyperaemia,Bloodshot eye | Eye blood shot | Eye red | Eye redness | Eyes red | Hyperaemia eye | Ocular hyperaemia | Ocular hyperemia | Red eye | Redness of eyes | Ocular injection | Hyperemia eye | Ocular congestion,10030041
06.04.07.003,BADD_A05645,Scleral hyperaemia,Scleral hyperaemia | Scleral hyperemia | Scleral congestion,10059096
07.01.01.002,BADD_A06456,Gastrointestinal sounds abnormal,Abdominal noises | Abnormal bowel sounds | Absent bowel sounds | Borborygmi | Borborygmus | Bowel sounds abnormal | Bowel sounds absent | Cessation of bowel sounds | Bowel sounds increased | Hyperactive bowel sounds | Bowel sounds decreased | Gastrointestinal sounds abnormal | Gastric sounds abnormal,10067715
07.01.06.018,BADD_A02137,Hyperphagia,Excessive eating | Hyperphagia | Markedly increased food intake | Other hyperalimentation | Polyphagia | Markedly increased dietary intake | Overeating | Polyphagias,10020710
07.02.04.008,BADD_A06800,Hyperactive pharyngeal reflex,Hyperactive pharyngeal reflex | Hyperactive gag reflex,10076460
07.05.05.003,BADD_A05492,Hypoaesthesia oral,Hypoaesthesia oral NOS | Hypoaesthesia tongue | Numbness circumoral | Numbness of lip | Numbness of mouth angular | Numbness of tongue | Numbness oral | Numbness perioral | Perioral numbness | Tongue tip numbness of | Hypoaesthesia lips | Hypoaesthesia gingival | Numbness mouth | Numb mouth | Numb lips | Numbness lips | Hypoaesthesia gum | Numbness gum | Numbness gingival | Hypoesthesia gingival | Hypoesthesia lips | Hypoesthesia oral | Hypoesthesia tongue | Hypoaesthesia oral | Hypoesthesia gum,10057371
07.05.05.022,BADD_A07996,Oral dysaesthesia,Dysesthesia of lips | Dysesthesia of tongue | Oral dysaesthesia | Oral dysesthesia | Dysaesthesia of lips | Dysaesthesia of tongue | Vincent's symptom,10050820
07.05.05.023,BADD_A08908,Oral mucosal erythema,Oral mucosa redness | Oral redness | Redness mouth | Uvular erythema | Oral mucosal erythema | Palatal erythema | Oral mucosal hyperaemia | Oral mucosal hyperemia,10067418
07.05.05.026,BADD_A09458,Anaesthesia oral,Anaesthesia lip | Anaesthesia mouth | Anaesthesia oral mucosa | Anaesthesia tongue | Oral mucosal anaesthesia | Tongue sensation loss of | Anesthesia lip | Anesthesia mouth | Anesthesia oral mucosa | Anesthesia tongue | Anaesthesia oral | Anesthesia oral,10082548
07.05.05.032,BADD_A10565,Oral hyperaesthesia,Oral hyperaesthesia | Oral hyperesthesia | Oral temperature sensitivity | Tongue hyperaesthesia | Tongue hyperesthesia,10076390
07.05.05.035,BADD_A05493,Paraesthesia oral,Circumoral paresthesia | Mouth paresthesia | Paraesthesia circumoral | Paraesthesia mouth | Paraesthesia oral NOS | Paraesthesia tongue | Parasthesiae circumoral | Paresthesia circumoral | Paresthesia mouth | Tongue abnormal feeling of | Paraesthesia lips | Paraesthesia gingival | Tingling mouth | Tingling lips | Paresthesia lips | Tingling tongue | Tingling gum | Tingling gingival | Paraesthesia gum | Paresthesia gingival | Paresthesia gum | Paresthesia oral | Paresthesia tongue | Paraesthesia oral | Perioral tingling | Perioral paraesthesia | Perioral paresthesia,10057372
07.08.03.022,BADD_A09956,Gastrointestinal mucosa hyperaemia,Intestinal hyperemia | Intestinal hyperaemia | Intestinal mucosal erythema | Gastrointestinal mucosa hyperaemia | Gastrointestinal mucosa hyperemia,10076398
07.09.06.004,BADD_A09781,Dental paraesthesia,Dental paraesthesia | Dental paresthesia | Tingling teeth,10078276
07.09.06.005,BADD_A10056,Hyperaesthesia teeth,Sensitive dentin | Sensitivity of teeth | Hyperaesthesia teeth | Hyperesthesia teeth,10082426
07.11.01.035,BADD_A09947,Gastric mucosa erythema,Gastric hyperemia | Gastric hyperaemia | Gastric mucosa erythema,10070994
07.11.03.001,BADD_A02115,Hyperchlorhydria,Hyperacidity | Hyperchlorhydria | Hypersecretion gastric,10020601
07.11.03.018,BADD_A10820,Rebound acid hypersecretion,Rebound acid hypersecretion | Rebound hyperchlorhydria | Rebound gastric hypersecretion | Rebound hyperacidity,10081647
07.19.02.006,BADD_A04172,Strongyloidiasis,Hyperacute strongylodiasis | Strongylodiasis | Strongyloides stercoralis infection | Strongyloidiasis | Strongylodiasis hyperinfection | Strongyloidiases | Anguilluliasis | Anguilluliases,10042254
08.01.06.022,BADD_A08797,Mucosal hyperaemia,Mucosal hyperaemia | Mucosal hyperemia,10065334
08.01.06.032,BADD_A11245,Paraesthesia mucosal,Paraesthesia mucosal | Paraesthesia mucosal NOS | Parasthesiae mucosal | Paresthesia mucosal | Tingling mucosa | Tingling mucosal,10033780
08.02.01.008,BADD_A02363,Instillation site pain,Instillation site pain | Instillation site allodynia | Instillation site tenderness,10022459
08.02.01.017,BADD_A00305,Application site anaesthesia,Anesthesia application site | Application site anaesthesia | Application site anesthesia | Anaesthesia application site,10003033
08.02.01.023,BADD_A04911,Application site hyperaesthesia,Application site hyperaesthesia | Application site hyperalgesia | Application site hyperesthesia,10050100
08.02.01.026,BADD_A04912,Application site paraesthesia,Application site paresthesia | Application site paraesthesia,10050103
08.02.01.045,BADD_A06758,Application site hypoaesthesia,Application site hypalgesia | Application site numbness | Application site hypoaesthesia | Application site hypoesthesia,10074585
08.02.01.067,BADD_A10215,Instillation site paraesthesia,Instillation site abnormal sensation | Instillation site paraesthesia | Instillation site paresthesia,10073558
08.02.02.048,BADD_A10134,Implant site hypoaesthesia,Implant site hypoaesthesia | Implant site numbness | Implant site hypoesthesia,10073412
08.02.02.059,BADD_A10145,Implant site paraesthesia,Implant site paraesthesia | Implant site paresthesia,10063783
08.02.03.001,BADD_A02328,Injection site erythema,Injection site erythema | Injection site redness | Injection site vascular redness | Injection site hyperaemia | Injection site hyperemia,10022061
08.02.03.010,BADD_A02343,Injection site pain,Injection site burning | Injection site pain | Injection site tenderness | Injection site vascular pain | Pain injection site | Pain during injection | Allodynia injection site | Injection site stinging | Injection site muscle pain,10022086
08.02.03.049,BADD_A02344,Injection site paraesthesia,Injection site paraesthesia | Injection site parasthesia | Injection site paresthesia | Injection site tingling,10022088
08.02.03.055,BADD_A10189,Injection site anaesthesia,Anesthesia injection site | Injection site anaesthesia | Injection site anesthesia | Anaesthesia injection site,10022046
08.02.03.059,BADD_A10193,Injection site hyperaesthesia,Injection site hyperaesthesia | Injection site hyperesthesia,10073418
08.02.03.060,BADD_A10194,Injection site hypoaesthesia,Injection site hypesthesia | Injection site numbness | Injection site hypalgesia | Injection site hypaesthesia | Injection site hypoaesthesia | Injection site hypoesthesia,10074586
08.02.05.016,BADD_A06312,Infusion site paraesthesia,Infusion site paraesthesia | Infusion site paresthesia,10065485
08.02.05.030,BADD_A10176,Infusion site hypoaesthesia,Infusion site hypoesthesia | Infusion site hypalgesia | Infusion site hypesthesia | Infusion site numbness | Infusion site hypoaesthesia | Infusion site hypaesthesia,10065984
08.02.05.039,BADD_A11230,Infusion site dysaesthesia,Infusion site dysaesthesia | Infusion site dysesthesia,10076067
08.06.01.040,BADD_A10155,Inadequate analgesia,Inadequate analgesia | Analgesic effect decreased | Inadequate pain relief,10021576
08.06.02.002,BADD_A05231,Alcohol withdrawal syndrome,"Alcohol withdrawal hallucinosis | Alcoholic withdrawal symptoms | Alcohol withdrawal syndrome | Alcohol Withdrawal Delirium | Delirium, Alcohol Withdrawal | Delirium Tremens | Delirium Tremens, Alcohol Withdrawal Induced | Alcohol Withdrawal-Induced Delirium Tremens | Alcohol Withdrawal Induced Delirium Tremens | Autonomic Hyperactivity, Alcohol Withdrawal Associated | Alcohol Withdrawal Associated Autonomic Hyperactivity | Alcohol Withdrawal Hallucinosis | Hallucinosis, Alcohol Withdrawal",10053164
08.06.02.006,BADD_A01181,Delirium tremens,"Alcohol withdrawal delirium | Delirium tremens | Alcohol Withdrawal Delirium | Delirium, Alcohol Withdrawal | Delirium Tremens | Delirium Tremens, Alcohol Withdrawal Induced | Alcohol Withdrawal-Induced Delirium Tremens | Alcohol Withdrawal Induced Delirium Tremens | Autonomic Hyperactivity, Alcohol Withdrawal Associated | Alcohol Withdrawal Associated Autonomic Hyperactivity | Alcohol Withdrawal Hallucinosis | Hallucinosis, Alcohol Withdrawal",10012225
08.06.02.015,BADD_A06690,Medication overuse headache,"Medication overuse headache | Analgesic rebound headache | Rebound headache | Headache Disorders, Secondary | Disorder, Secondary Headache | Disorders, Secondary Headache | Headache Disorder, Secondary | Secondary Headache Disorder | Secondary Headache Disorders | Analgesic Overuse Headache | Analgesic Overuse Headaches | Headache, Analgesic Overuse | Headaches, Analgesic Overuse | Medication Overuse Headache | Headache, Medication Overuse | Headaches, Medication Overuse | Medication Overuse Headaches | Overuse Headache, Medication | Overuse Headaches, Medication | Analgesic Rebound Headache | Analgesic Rebound Headaches | Headache, Analgesic Rebound | Headaches, Analgesic Rebound",10072720
08.06.02.027,BADD_A10820,Rebound acid hypersecretion,Rebound acid hypersecretion | Rebound hyperchlorhydria | Rebound gastric hypersecretion | Rebound hyperacidity,10081647
08.07.02.001,BADD_A06175,Endotracheal intubation complication,Anaesthesia intubation complication | Difficulty with inflation | Difficulty with intubation | Intubation difficult | Anesthesia intubation complication | Endotracheal intubation complication | Intubation complication | Unintended unilateral bronchial intubation | Unintended endotracheal extubation | Endotracheal tube cuff leak | Endotracheal tube cuff herniation | Endotracheal tube disconnection | Endotracheal tube obstruction | Reflux into endotracheal tube,10063349
09.01.02.002,BADD_A02108,Hyperammonaemia,Hyperammonaemia | Hyperammonemia,10020575
09.01.02.007,BADD_A09212,Hyperammonaemic crisis,Hyperammonaemic crisis | Hyperammonemic crisis,10073509
10.01.01.001,BADD_A01333,Drug hypersensitivity,"Allergic reaction to antibiotics | Drug allergy | Drug hypersensitivity | Insulin allergy | Penicillin allergy | Specific allergy (drug) | Sulfonamide allergy | Allergic reaction to analgesics | Allergy to topical drugs | Allergic reaction to drug | Allergy to antibiotic | Allergy to vitamin B12 | Allergy to ayurvedic drugs | Allergy to allopathic drugs | Allergy to homeopathic drugs | Allergic reaction to chemotherapy | Allergy to NSAIDs | Systemic hypersensitivity to tuberculin | Herbal drug allergy | Drug Hypersensitivity | Drug Hypersensitivities | Hypersensitivities, Drug | Drug Allergy | Allergies, Drug | Drug Allergies | Hypersensitivity, Drug | Allergy, Drug",10013700
10.01.01.039,BADD_A10532,NSAID exacerbated respiratory disease,Aspirin asthma | Aspirin-sensitive asthma | Widal syndrome | Asthma aspirin-sensitive | Analgesic asthma syndrome | Samter's syndrome | Aspirin-exacerbated respiratory disease | NSAID exacerbated respiratory disease,10087423
10.02.01.028,BADD_A06375,Acute graft versus host disease,Acute GVH disease | Acute graft versus host disease | AGVHD | Hyperacute graft versus host disease,10066260
10.02.03.002,BADD_A04375,Transplant rejection,"Graft rejection | Transplant rejection | Vascular graft rejection | Acute cellular rejection | Chronic cellular rejection | Graft rejection episode | Humoral rejection | Antibody-mediated rejection | Acute allograft rejection | Acute graft rejection | Hyperacute allograft rejection | Chronic antibody-mediated rejection | Graft Rejection | Graft Rejections | Rejection, Graft | Rejections, Graft | Transplant Rejection | Transplantation Rejection | Rejection, Transplantation | Rejections, Transplantation | Transplantation Rejections | Rejection, Transplant | Rejections, Transplant | Transplant Rejections",10044439
11.08.01.002,BADD_A04172,Strongyloidiasis,Hyperacute strongylodiasis | Strongylodiasis | Strongyloides stercoralis infection | Strongyloidiasis | Strongylodiasis hyperinfection | Strongyloidiases | Anguilluliasis | Anguilluliases,10042254
12.01.01.003,BADD_A07409,Meralgia paraesthetica,"Meralgia paraesthetica | Meralgia paresthetica | Lateral femoral cutaneous nerve entrapment | Femoral Neuropathy | Femoral Neuropathies | Neuropathy, Femoral | Mononeuropathy, Femoral | Femoral Mononeuropathy | Femoral Mononeuropathies | Femoral Nerve Diseases | Femoral Nerve Disease | Nerve Disease, Femoral | Nerve Diseases, Femoral | Femoral Nerve Dysfunction | Femoral Nerve Dysfunctions | Nerve Dysfunction, Femoral | Femoral Neuritis | Femoral Neuritides | Neuritis, Femoral | Meralgia Paresthetica | Lateral Femoral Cutaneous Nerve Entrapment | Bernhardt-Roth Syndrome | Bernhardt Roth Syndrome",10027385
12.01.10.018,BADD_A10626,Paroxysmal sympathetic hyperactivity,Paroxysmal sympathetic hyperactivity,10078476
12.02.01.008,BADD_A05377,Arteriovenous fistula site complication,Arteriovenous fistula site complication | Arteriovenous fistula site edema | Arteriovenous fistula site erythema | Arteriovenous fistula site inflammation | Arteriovenous fistula site pain | Arteriovenous fistula site pruritus | Arteriovenous fistula site rash | Arteriovenous fistula site stenosis | Arteriovenous fistula site urticaria | Drainage from arteriovenous fistula | Discharge from arteriovenous | Arteriovenous fistula site oedema | Arteriovenous fistula site hypoesthesia | Arteriovenous fistula site hypoaesthesia | Arteriovenous fistula site extravasation | Arteriovenous fistula site erosion,10055122
12.02.05.022,BADD_A04375,Transplant rejection,"Graft rejection | Transplant rejection | Vascular graft rejection | Acute cellular rejection | Chronic cellular rejection | Graft rejection episode | Humoral rejection | Antibody-mediated rejection | Acute allograft rejection | Acute graft rejection | Hyperacute allograft rejection | Chronic antibody-mediated rejection | Graft Rejection | Graft Rejections | Rejection, Graft | Rejections, Graft | Transplant Rejection | Transplantation Rejection | Rejection, Transplantation | Rejections, Transplantation | Transplantation Rejections | Rejection, Transplant | Rejections, Transplant | Transplant Rejections",10044439
12.02.07.002,BADD_A06175,Endotracheal intubation complication,Anaesthesia intubation complication | Difficulty with inflation | Difficulty with intubation | Intubation difficult | Anesthesia intubation complication | Endotracheal intubation complication | Intubation complication | Unintended unilateral bronchial intubation | Unintended endotracheal extubation | Endotracheal tube cuff leak | Endotracheal tube cuff herniation | Endotracheal tube disconnection | Endotracheal tube obstruction | Reflux into endotracheal tube,10063349
12.02.09.002,BADD_A06375,Acute graft versus host disease,Acute GVH disease | Acute graft versus host disease | AGVHD | Hyperacute graft versus host disease,10066260
12.02.20,BADD_A09459,Anaesthetic and allied procedural complications,Not Available,10080709
12.02.20.001,BADD_A04893,Airway complication of anaesthesia,"Bucking | Airway complication of anaesthesia | Airway complications of anaesthesia | Airway obstruction on anaesthetic induction | Airway obstruction on anaesthetic emergence | Bucking, anesthesia related | Coughing on induction | Laryngospasm on emergence | Laryngospasm on induction | Bronchospasm on induction | Airway complication of anesthesia | Bucking, anaesthesia related | Airway obstruction on anesthetic emergence | Airway obstruction on anesthetic induction",10049979
12.02.20.002,BADD_A05747,Anaesthetic complication,"Anaesthetic complication NOS | Anaesthetic, sedative and analgesic complications NOS in labour or delivery | Central nervous system complications of anaesthesia or other sedation in labour and delivery | Central nervous system complications of anesthesia or other sedation in labor and delivery | Cns complications of anesthesia or other sedation in labor and delivery, unspec as to eoc | Cns comps of anesthesia or other sedat labor and delivery, delivered, with men of postpart comp | Complications of the administration of anaesthetic or other sedation in labour and delivery | Complications of the administration of anesthetic or other sedation in labor and delivery | Difficult anaesthetic procedure | Difficulty with anesthesia | Maternal anaesthesia and analgesia affecting fetus or newborn | Maternal anesthesia and analgesia affecting fetus or newborn | Other complications of anaesthesia or other sedation in labour and delivery | Other complications of anesthesia or other sedation in labor and delivery | Other complications of anesthesia or other sedation in labor and delivery, antepartum | Other complications of anesthesia or other sedation in labor and delivery, delivered | Other complications of anesthesia or other sedation in labor and delivery, postpartum | Other comps of anesthesia or oth sedat in labor and delivery, delivered, with men of postpart comp | Other comps of anesthesia or other sedation in labor and delivery, unspec as to eoc | Unspec comp of anesthesia or oth sedat in labor and delivery, delivered, with ment of postpart comp | Unspec complication of anesthesia or other sedation in labor and delivery, unspec as to eoc | Unspecified complication of anaesthesia or other sedation in labour and delivery | Unspecified complication of anesthesia or other sedation in labor and delivery | Unspecified complication of anesthesia or other sedation in labor and delivery, antepartum | Unspecified complication of anesthesia or other sedation in labor and delivery, delivered | Unspecified complication of anesthesia or other sedation in labor and delivery, postpartum | Total spinal block unintentional | Unintentional dural puncture | Anesthetic complication | Anesthetic, sedative and analgesic complications in labor or delivery | Anaesthetic complication | Anaesthetic complication spinal | Transient radicular irritation due to spinal anesthesia | Anaesthetic complication epidural | Transient radicular irritation due to spinal anaesthesia | Anesthetic complication epidural | Difficulty with anaesthesia | Anesthetic complication spinal | Difficult anesthetic procedure | Anaesthesia insufficient | Anesthesia insufficient | Local anaesthetic complication | Local anesthetic complication",10060938
12.02.20.003,BADD_A00193,Anaesthetic complication neurological,Anaesthetic complication neurological | Disorientation on emergence | Delirium on emergence | Anesthetic complication neurological,10002105
12.02.20.004,BADD_A00194,Anaesthetic complication pulmonary,"Anaesthetic complication pulmonary | Anaesthetic complication pulmonary in labour or delivery | Anaesthetic complication pulmonary NOS | Pulmonary complications of anaesthesia or other sedation in labour and delivery | Pulmonary complications of anesthesia or other sedation in labor and delivery | Pulmonary complications of anesthesia or other sedation in labor and delivery, antepartum | Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered | Pulmonary complications of anesthesia or other sedation in labor and delivery, postpartum | Pulmonary complications of anesthesia or other sedation in labor and delivery, unspec as to eoc | Pulmonary aspiration during anesthetic induction | Pulmonary aspiration during anesthetic emergence | Anesthetic complication pulmonary | Pulmonary complications of anasthesia or other sedation in labor and delivery | Anesthetic complication pulmonary in labor or delivery | Pulmonary aspiration during anaesthetic emergence | Pulmonary aspiration during anaesthetic induction",10002108
12.02.20.005,BADD_A01177,Delayed recovery from anaesthesia,"Arousal retardation | Delayed recovery from anaesthesia | Delayed recovery from anaesthetic | Delayed recovery from anesthesia | Drowsiness prolonged postoperative | Postanaesthetic sleep | Delayed recovery from anesthetic | Post anesthetic sleep | Post anaesthetic sleep | Delayed Emergence from Anesthesia | Delayed Awakening, Post-Procedural | Delayed Awakening, Post Procedural | Delayed Awakenings, Post-Procedural | Post-Procedural Delayed Awakening | Post-Procedural Delayed Awakenings | Delayed Awakening, Post-Anesthesia | Awakening, Post-Anesthesia Delayed | Awakenings, Post-Anesthesia Delayed | Delayed Awakening, Post Anesthesia | Delayed Awakenings, Post-Anesthesia | Post-Anesthesia Delayed Awakening | Post-Anesthesia Delayed Awakenings | Delayed Recovery from Anesthesia | Delayed Regaining of Consciousness | Delayed Return of Consciousness | Residual Paralysis, Post-Anesthesia | Paralyses, Post-Anesthesia Residual | Paralysis, Post-Anesthesia Residual | Post-Anesthesia Residual Paralyses | Post-Anesthesia Residual Paralysis | Residual Paralyses, Post-Anesthesia | Residual Paralysis, Post Anesthesia | Delayed Awakening from Anesthesia | Postoperative Residual Curarization | Curarization, Postoperative Residual | Curarizations, Postoperative Residual | Postoperative Residual Curarizations | Residual Curarization, Postoperative | Residual Curarizations, Postoperative | Postoperative Residual Weakness | Postoperative Residual Weaknesses | Residual Weakness, Postoperative | Residual Weaknesses, Postoperative | Weakness, Postoperative Residual | Weaknesses, Postoperative Residual | Residual Block | Block, Residual | Blocks, Residual | Residual Blocks | Postoperative Residual Curarisation | Postoperative Residual Curarisations | Residual Curarisation, Postoperative | Residual Curarisations, Postoperative | Residual Neuromuscular Block | Block, Residual Neuromuscular | Blocks, Residual Neuromuscular | Neuromuscular Block, Residual | Neuromuscular Blocks, Residual | Residual Neuromuscular Blocks | Residual Neuromuscular Blockade | Blockade, Residual Neuromuscular | Blockades, Residual Neuromuscular | Neuromuscular Blockade, Residual | Neuromuscular Blockades, Residual | Residual Neuromuscular Blockades",10012206
12.02.20.006,BADD_A10155,Inadequate analgesia,Inadequate analgesia | Analgesic effect decreased | Inadequate pain relief,10021576
12.02.20.010,BADD_A04950,Unwanted awareness during anaesthesia,"Awareness during anaesthesia | Unwanted awareness during anaesthesia | Awareness during anesthesia | Unwanted awareness during anesthesia | Intraoperative Awareness | Awareness, Intraoperative | Awareness During Anesthesia | Anesthesia, Awareness During | During Anesthesia, Awareness | Anesthesia Awareness | Awareness, Anesthesia",10050634
12.03.01.010,BADD_A03025,Nephropathy toxic,Analgesic nephropathy | Nephropathy toxic | Radiocontrast nephropathy | Steroid nephropathy | Toxic nephropathy | Toxicity renal | Nephrotoxicity | Drug-induced renal disease | Drug-induced kidney injury,10029155
12.03.01.037,BADD_A01181,Delirium tremens,"Alcohol withdrawal delirium | Delirium tremens | Alcohol Withdrawal Delirium | Delirium, Alcohol Withdrawal | Delirium Tremens | Delirium Tremens, Alcohol Withdrawal Induced | Alcohol Withdrawal-Induced Delirium Tremens | Alcohol Withdrawal Induced Delirium Tremens | Autonomic Hyperactivity, Alcohol Withdrawal Associated | Alcohol Withdrawal Associated Autonomic Hyperactivity | Alcohol Withdrawal Hallucinosis | Hallucinosis, Alcohol Withdrawal",10012225
